1742040206923;43.88376;12.45510
1742040206998.1152;43.89438;12.46905
1742040207073.2305;43.90089;12.47619
1742040207148.3457;43.91129;12.48343
1742040207223.461;43.92255;12.49469
1742040207298.5762;43.93315;12.50693
1742040207373.6914;43.94441;12.52528
1742040207448.8066;43.95822;12.51965
1742040207523.9219;43.97163;12.51411
1742040207599.037;43.97898;12.53569
1742040207674.1523;43.99232;12.53642
1742040207749.2676;44.00894;12.54529
1742040207824.3828;44.02593;12.55093
1742040207899.498;44.03560;12.56855
1742040207974.6133;44.04506;12.55090
1742040208049.7285;44.05072;12.52748
1742040208124.8438;44.05996;12.50603
1742040208199.959;44.07339;12.49127
1742040208275.0742;44.08284;12.47051
1742040208350.1895;44.09424;12.45136
1742040208425.3047;44.10541;12.43184
1742040208500.42;44.11591;12.41170
1742040208575.5352;44.12188;12.38818
1742040208650.6504;44.13355;12.36921
1742040208725.7656;44.14063;12.34617
1742040208800.8809;44.14850;12.32375
1742040208875.996;44.16092;12.30577
1742040208951.1113;44.16986;12.28402
1742040209026.2266;44.17965;12.26303
1742040209101.3418;44.18865;12.24133
1742040209176.457;44.19755;12.21953
1742040209251.5723;44.20613;12.19748
1742040209326.6875;44.21696;12.17757
1742040209401.8027;44.22701;12.15687
1742040209476.918;44.23607;12.13565
1742040209552.0332;44.24531;12.11444
1742040209627.1484;44.25216;12.09123
1742040209702.2637;44.26028;12.06886
1742040209777.379;44.26790;12.04617
1742040209852.4941;44.27773;12.02527
1742040209927.6094;44.28494;12.00251
1742040210002.7246;44.29372;11.98059
1742040210077.8398;44.30203;11.95831
1742040210152.955;44.31009;11.93585
1742040210228.0703;44.31989;11.91498
1742040210303.1855;44.32859;11.89297
1742040210378.3008;44.33734;11.87101
1742040210453.416;44.34262;11.84725
1742040210528.5312;44.35103;11.82509
1742040210603.6465;44.35825;11.80205
1742040210678.7617;44.36672;11.77994
1742040210753.877;44.37519;11.75776
1742040210828.9922;44.38323;11.73525
1742040210904.1074;44.39125;11.71273
1742040210979.2227;44.40050;11.69120
1742040211054.338;44.40881;11.66887
1742040211129.4531;44.41316;11.64461
1742040211204.5684;44.41966;11.62194
1742040211279.6836;44.42821;11.60008
1742040211354.7988;44.43567;11.57716
1742040211429.914;44.44431;11.55514
1742040211505.0293;44.45393;11.53387
1742040211580.1445;44.45948;11.50991
1742040211655.2598;44.46601;11.48643
1742040211730.375;44.47460;11.46431
1742040211805.4902;44.48065;11.44073
1742040211880.6055;44.48272;11.41607
1742040211955.7207;44.49094;11.39377
1742040212030.836;44.50647;11.38156
1742040212105.9512;44.52084;11.36822
1742040212181.0664;44.52971;11.34638
1742040212256.1816;44.53125;11.32185
1742040212331.2969;44.52452;11.29911
1742040212406.412;44.52587;11.27451
1742040212481.5273;44.52687;11.25122
1742040212556.6426;44.52080;11.22771
1742040212631.7578;44.51765;11.20288
1742040212706.873;44.51490;11.18020
1742040212781.9883;44.52281;11.15754
1742040212857.1035;44.53052;11.13475
1742040212932.2188;44.53868;11.11227
1742040213007.334;44.54721;11.09005
1742040213082.4492;44.55572;11.06782
1742040213157.5645;44.56424;11.04559
1742040213232.6797;44.56962;11.02154
1742040213307.795;44.57467;10.99731
1742040213382.9102;44.58092;10.97363
1742040213458.0254;44.58993;10.95179
1742040213533.1406;44.59919;10.93013
1742040213608.2559;44.60845;10.90848
1742040213683.371;44.61784;10.88695
1742040213758.4863;44.63370;10.87547
1742040213833.6016;44.65019;10.86536
1742040213908.7168;44.66502;10.85201
1742040213983.832;44.67293;10.82930
1742040214058.9473;44.68082;10.80656
1742040214134.0625;44.68872;10.78383
1742040214209.1777;44.69661;10.76109
1742040214284.293;44.70447;10.73833
1742040214359.4082;44.71140;10.71505
1742040214434.5234;44.71638;10.69072
1742040214509.6387;44.72136;10.66640
